age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,label
56,Private,7th_8th,4,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,48,United_States,0
20,Private,Some_college,10,Never_married,Handlers_cleaners,Not_in_family,White,Male,30,United_States,0
34,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,60,United_States,1
45,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,50,United_States,1
30,Private,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,1
51,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,1
27,Private,11th,7,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,42,United_States,0
38,Private,Assoc_voc,11,Married_civ_spouse,Sales,Husband,White,Male,40,United_States,1
39,Private,Some_college,10,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,50,United_States,0
47,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
43,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
46,Local_gov,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,65,United_States,0
41,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
20,Private,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,30,United_States,0
30,State_gov,10th,6,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,0
30,Private,HS_grad,9,Married_civ_spouse,Other_service,Husband,Black,Male,25,United_States,0
22,Private,Some_college,10,Never_married,Handlers_cleaners,Own_child,White,Male,35,United_States,0
25,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,44,United_States,1
18,Private,HS_grad,9,Never_married,Sales,Own_child,White,Female,22,United_States,0
50,Private,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,40,United_States,1
28,Private,HS_grad,9,Never_married,Other_service,Not_in_family,Black,Female,48,United_States,0
21,Private,Some_college,10,Never_married,Priv_house_serv,Own_child,White,Female,40,United_States,0
37,Private,Assoc_voc,11,Divorced,Tech_support,Own_child,White,Male,40,United_States,0
28,Federal_gov,Bachelors,13,Never_married,Prof_specialty,Own_child,Black,Female,40,United_States,0
23,Private,5th_6th,3,Married_civ_spouse,Other_service,Husband,White,Male,35,Mexico,0
32,Private,Assoc_voc,11,Never_married,Exec_managerial,Not_in_family,Black,Female,35,England,0
27,Private,12th,8,Never_married,Machine_op_inspct,Own_child,White,Male,50,United_States,0
55,Private,HS_grad,9,Divorced,Prof_specialty,Unmarried,Black,Female,40,United_States,0
44,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
25,Private,Bachelors,13,Never_married,Prof_specialty,Own_child,White,Male,40,United_States,0
29,Private,HS_grad,9,Divorced,Sales,Unmarried,White,Female,32,United_States,0
50,Private,HS_grad,9,Married_spouse_absent,Exec_managerial,Not_in_family,White,Female,55,United_States,0
18,Private,HS_grad,9,Never_married,Handlers_cleaners,Own_child,White,Male,40,United_States,0
74,Private,Bachelors,13,Widowed,Other_service,Not_in_family,White,Female,8,United_States,0
22,Private,9th,5,Never_married,Sales,Not_in_family,White,Male,40,United_States,0
27,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,United_States,0
27,State_gov,Some_college,10,Never_married,Tech_support,Own_child,White,Female,80,United_States,0
41,Private,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,50,United_States,1
24,Private,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,1
23,Private,HS_grad,9,Never_married,Adm_clerical,Own_child,White,Female,40,United_States,0
34,Self_emp_not_inc,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,60,United_States,1
46,State_gov,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
32,Private,Prof_school,15,Never_married,Prof_specialty,Not_in_family,White,Male,60,United_States,0
41,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,Other,Male,40,United_States,0
29,Private,Assoc_voc,11,Married_civ_spouse,Farming_fishing,Husband,White,Male,40,United_States,1
48,Private,9th,5,Married_civ_spouse,Machine_op_inspct,Other_relative,Asian_Pac_Islander,Female,45,China,0
51,Private,HS_grad,9,Never_married,Other_service,Not_in_family,Black,Male,40,Haiti,0
34,State_gov,12th,8,Never_married,Adm_clerical,Not_in_family,Black,Female,40,United_States,0
58,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,1
52,Private,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,40,United_States,0
37,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,Other,Male,50,Puerto_Rico,1
53,Private,Some_college,10,Separated,Adm_clerical,Not_in_family,White,Female,40,United_States,0
54,Private,Assoc_voc,11,Married_civ_spouse,Transport_moving,Husband,White,Male,20,United_States,0
36,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,60,United_States,0
25,Private,Assoc_voc,11,Never_married,Adm_clerical,Own_child,White,Female,60,United_States,0
20,Private,Some_college,10,Never_married,Prof_specialty,Own_child,White,Female,48,United_States,0
23,Private,Assoc_acdm,12,Never_married,Adm_clerical,Not_in_family,White,Male,40,United_States,0
39,Self_emp_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,60,United_States,1
20,Self_emp_not_inc,10th,6,Never_married,Machine_op_inspct,Own_child,White,Male,40,United_States,0
28,Private,Assoc_voc,11,Never_married,Other_service,Other_relative,Black,Male,40,United_States,0
73,State_gov,HS_grad,9,Widowed,Adm_clerical,Not_in_family,White,Female,40,United_States,0
67,Private,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,24,United_States,0
56,Private,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Male,45,United_States,1
32,Private,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
42,Private,Some_college,10,Divorced,Machine_op_inspct,Not_in_family,White,Male,40,United_States,0
33,Private,HS_grad,9,Married_civ_spouse,Other_service,Husband,Black,Male,40,United_States,0
37,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,40,United_States,0
33,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,0
31,Private,10th,6,Never_married,Adm_clerical,Unmarried,White,Female,40,United_States,0
59,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
21,Private,HS_grad,9,Never_married,Adm_clerical,Unmarried,White,Male,40,United_States,0
58,Self_emp_inc,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
24,Local_gov,10th,6,Never_married,Other_service,Not_in_family,White,Male,40,United_States,0
26,State_gov,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,40,United_States,0
26,Private,11th,7,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,0
33,Local_gov,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Female,40,Germany,0
25,Private,Bachelors,13,Never_married,Sales,Not_in_family,White,Male,40,United_States,0
21,Private,10th,6,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,50,United_States,0
24,Private,HS_grad,9,Never_married,Machine_op_inspct,Not_in_family,White,Male,40,United_States,0
39,Self_emp_not_inc,Assoc_acdm,12,Married_civ_spouse,Adm_clerical,Wife,White,Female,40,United_States,1
68,Private,Some_college,10,Divorced,Adm_clerical,Unmarried,White,Female,40,United_States,0
66,Self_emp_not_inc,Some_college,10,Never_married,Sales,Not_in_family,White,Female,20,United_States,0
38,Private,Bachelors,13,Never_married,Farming_fishing,Not_in_family,White,Male,40,United_States,0
41,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
37,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
54,Self_emp_not_inc,Masters,14,Married_civ_spouse,Sales,Husband,White,Male,45,United_States,1
27,State_gov,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,40,United_States,0
49,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,40,United_States,0
19,State_gov,Some_college,10,Never_married,Prof_specialty,Own_child,White,Male,10,United_States,0
25,Private,Some_college,10,Never_married,Transport_moving,Not_in_family,White,Male,50,United_States,0
47,Federal_gov,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,Black,Male,40,United_States,1
40,Private,Some_college,10,Married_civ_spouse,Sales,Other_relative,White,Male,40,United_States,0
38,Private,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Male,40,United_States,0
25,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,40,United_States,0
25,Private,Some_college,10,Never_married,Craft_repair,Own_child,White,Female,50,United_States,0
23,Private,10th,6,Never_married,Handlers_cleaners,Other_relative,Other,Male,40,United_States,0
28,Private,Masters,14,Divorced,Sales,Own_child,White,Female,40,United_States,0
29,Private,HS_grad,9,Married_spouse_absent,Craft_repair,Not_in_family,White,Male,40,United_States,0
32,Private,11th,7,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
34,Private,HS_grad,9,Never_married,Other_service,Unmarried,Black,Female,40,United_States,0
52,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,Black,Male,40,United_States,1
33,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,94,United_States,0
19,Private,Some_college,10,Never_married,Sales,Own_child,White,Male,35,United_States,0
68,Private,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,55,United_States,1
41,Private,10th,6,Never_married,Handlers_cleaners,Unmarried,White,Male,50,United_States,0
18,Self_emp_inc,HS_grad,9,Never_married,Other_service,Unmarried,Asian_Pac_Islander,Female,30,India,0
29,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
40,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
51,Self_emp_not_inc,Masters,14,Divorced,Prof_specialty,Unmarried,White,Male,60,United_States,1
49,Private,Some_college,10,Divorced,Adm_clerical,Not_in_family,White,Male,40,United_States,0
20,State_gov,Some_college,10,Never_married,Other_service,Own_child,White,Female,20,United_States,0
38,Local_gov,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,50,United_States,1
57,Private,5th_6th,3,Never_married,Other_service,Not_in_family,White,Male,40,Cuba,0
35,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,40,United_States,0
66,Private,11th,7,Married_civ_spouse,Sales,Husband,White,Male,26,United_States,0
25,Private,Assoc_voc,11,Never_married,Adm_clerical,Not_in_family,White,Female,40,United_States,0
70,Private,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,40,United_States,1
59,Self_emp_not_inc,7th_8th,4,Married_civ_spouse,Farming_fishing,Husband,White,Male,48,United_States,0
25,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,United_States,0
44,Local_gov,Prof_school,15,Never_married,Prof_specialty,Not_in_family,White,Male,40,United_States,1
37,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,55,El_Salvador,1
21,Private,HS_grad,9,Never_married,Sales,Own_child,White,Female,40,United_States,0
47,Federal_gov,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
20,Private,HS_grad,9,Never_married,Adm_clerical,Not_in_family,Black,Female,30,United_States,0
32,State_gov,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,40,United_States,0
28,Private,HS_grad,9,Never_married,Adm_clerical,Unmarried,White,Female,20,United_States,0
53,Private,HS_grad,9,Divorced,Transport_moving,Not_in_family,White,Male,40,United_States,0
58,Private,Some_college,10,Married_civ_spouse,Sales,Wife,White,Female,36,United_States,0
22,Private,HS_grad,9,Never_married,Sales,Not_in_family,White,Female,30,United_States,0
23,Private,11th,7,Married_civ_spouse,Exec_managerial,Husband,White,Male,55,United_States,0
21,Private,HS_grad,9,Never_married,Handlers_cleaners,Not_in_family,White,Male,60,United_States,0
36,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,70,United_States,0
39,Private,Some_college,10,Married_civ_spouse,Other_service,Wife,White,Female,15,United_States,0
34,Local_gov,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,40,United_States,0
41,Local_gov,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Female,40,United_States,0
72,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,6,United_States,0
34,Private,HS_grad,9,Married_civ_spouse,Other_service,Wife,White,Female,40,United_States,1
51,Local_gov,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,United_States,1
32,Self_emp_not_inc,Assoc_voc,11,Never_married,Craft_repair,Not_in_family,White,Male,40,United_States,0
38,Private,Some_college,10,Widowed,Exec_managerial,Not_in_family,White,Female,40,United_States,1
37,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
21,Private,Some_college,10,Never_married,Prof_specialty,Own_child,White,Female,10,United_States,0
26,Private,Some_college,10,Never_married,Adm_clerical,Not_in_family,White,Male,40,United_States,0
34,Private,Some_college,10,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,40,United_States,1
18,Private,Some_college,10,Never_married,Sales,Own_child,White,Female,15,United_States,0
27,Private,11th,7,Never_married,Exec_managerial,Unmarried,White,Female,45,United_States,0
20,Private,Some_college,10,Never_married,Adm_clerical,Own_child,White,Female,38,Nicaragua,0
36,Private,Assoc_voc,11,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,1
32,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,60,United_States,1
54,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,44,United_States,1
34,Local_gov,Masters,14,Widowed,Prof_specialty,Not_in_family,White,Female,40,United_States,0
46,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,48,United_States,1
33,Private,11th,7,Separated,Machine_op_inspct,Other_relative,White,Male,30,United_States,0
42,Private,Assoc_voc,11,Never_married,Tech_support,Not_in_family,White,Male,40,United_States,0
30,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,50,United_States,0
37,Private,Some_college,10,Married_civ_spouse,Other_service,Husband,White,Male,40,United_States,1
28,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,0
25,Private,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Male,35,United_States,0
44,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Other_service,Husband,White,Male,40,United_States,1
40,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,0
36,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,0
21,Private,Some_college,10,Never_married,Adm_clerical,Unmarried,White,Male,40,United_States,0
39,State_gov,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,50,United_States,1
24,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,39,United_States,0
46,Private,HS_grad,9,Never_married,Transport_moving,Not_in_family,Amer_Indian_Eskimo,Male,40,United_States,0
47,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,40,United_States,1
35,Private,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,75,United_States,1
60,Self_emp_not_inc,7th_8th,4,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,1
35,Private,Bachelors,13,Married_civ_spouse,Other_service,Wife,White,Female,24,Poland,0
33,Private,HS_grad,9,Separated,Other_service,Unmarried,White,Female,40,China,0
21,Private,Assoc_acdm,12,Never_married,Prof_specialty,Not_in_family,White,Female,40,United_States,0
37,Private,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,50,United_States,1
48,Federal_gov,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,Black,Male,50,United_States,1
58,Private,7th_8th,4,Widowed,Farming_fishing,Other_relative,White,Female,45,Guatemala,0
21,Private,HS_grad,9,Never_married,Handlers_cleaners,Not_in_family,White,Female,40,United_States,0
22,Private,HS_grad,9,Never_married,Handlers_cleaners,Own_child,White,Male,40,United_States,0
22,Private,HS_grad,9,Never_married,Other_service,Unmarried,White,Female,40,United_States,0
28,Self_emp_not_inc,Masters,14,Married_civ_spouse,Exec_managerial,Wife,White,Female,30,United_States,1
23,Federal_gov,HS_grad,9,Never_married,Prof_specialty,Not_in_family,White,Male,40,United_States,0
58,State_gov,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,Black,Male,40,United_States,1
38,Local_gov,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,Asian_Pac_Islander,Male,40,Philippines,0
49,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,15,Mexico,0
47,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,1
50,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
21,Private,HS_grad,9,Never_married,Prof_specialty,Unmarried,White,Female,55,United_States,0
55,Private,HS_grad,9,Separated,Adm_clerical,Not_in_family,White,Female,40,United_States,0
47,Private,11th,7,Divorced,Handlers_cleaners,Not_in_family,White,Male,40,United_States,0
19,Private,HS_grad,9,Never_married,Prof_specialty,Not_in_family,White,Female,40,United_States,0
47,Private,HS_grad,9,Never_married,Tech_support,Other_relative,White,Male,50,United_States,0
36,Private,11th,7,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
28,Local_gov,Assoc_acdm,12,Married_civ_spouse,Protective_serv,Husband,White,Male,40,England,0
42,Private,HS_grad,9,Widowed,Sales,Unmarried,Amer_Indian_Eskimo,Female,40,United_States,0
41,Private,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Female,35,United_States,1
32,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,50,United_States,0
34,Private,10th,6,Never_married,Other_service,Unmarried,Black,Female,40,United_States,0
33,Private,7th_8th,4,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
60,State_gov,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
53,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,0
24,Private,Bachelors,13,Never_married,Tech_support,Not_in_family,White,Female,50,United_States,0
39,Federal_gov,Some_college,10,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,60,United_States,1
23,Private,Some_college,10,Never_married,Craft_repair,Not_in_family,White,Male,40,United_States,0
36,Local_gov,HS_grad,9,Divorced,Adm_clerical,Unmarried,White,Female,40,United_States,0
19,Private,12th,8,Separated,Prof_specialty,Own_child,White,Female,40,United_States,0
26,Private,HS_grad,9,Never_married,Adm_clerical,Own_child,White,Female,40,United_States,0
38,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,Black,Male,40,United_States,1
41,Private,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,55,United_States,1
22,Private,Some_college,10,Never_married,Sales,Other_relative,White,Female,18,United_States,0
38,Private,Assoc_acdm,12,Never_married,Machine_op_inspct,Not_in_family,Black,Female,50,United_States,1
39,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
35,State_gov,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
38,Local_gov,Some_college,10,Divorced,Exec_managerial,Unmarried,Black,Female,45,United_States,0
19,Private,HS_grad,9,Married_civ_spouse,Other_service,Wife,Black,Female,16,United_States,0
26,Private,HS_grad,9,Never_married,Transport_moving,Own_child,White,Male,45,United_States,0
52,Private,Bachelors,13,Divorced,Craft_repair,Unmarried,White,Male,25,United_States,0
41,Private,5th_6th,3,Married_civ_spouse,Other_service,Husband,Other,Male,40,Nicaragua,0
45,Private,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Female,40,United_States,0
58,Federal_gov,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,1
34,Private,Bachelors,13,Never_married,Sales,Not_in_family,White,Male,45,United_States,0
36,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,0
19,Without_pay,HS_grad,9,Never_married,Farming_fishing,Own_child,White,Male,20,United_States,0
26,State_gov,11th,7,Divorced,Other_service,Unmarried,White,Female,40,United_States,0
60,Private,10th,6,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,0
35,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,0
39,Private,10th,6,Divorced,Other_service,Not_in_family,White,Female,60,United_States,0
27,Private,HS_grad,9,Separated,Handlers_cleaners,Unmarried,White,Female,40,Japan,0
26,Federal_gov,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Male,40,United_States,0
17,Private,12th,8,Never_married,Other_service,Own_child,White,Male,12,United_States,0
59,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,40,England,1
53,Local_gov,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,Amer_Indian_Eskimo,Male,48,United_States,0
35,Private,11th,7,Divorced,Transport_moving,Not_in_family,White,Male,40,United_States,0
34,Local_gov,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
36,Private,HS_grad,9,Married_civ_spouse,Tech_support,Husband,White,Male,45,United_States,1
36,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,40,United_States,0
21,Private,HS_grad,9,Never_married,Other_service,Own_child,White,Male,40,United_States,0
29,Private,Some_college,10,Never_married,Sales,Own_child,White,Female,40,United_States,0
35,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,50,United_States,1
59,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
22,Private,Some_college,10,Never_married,Other_service,Not_in_family,White,Male,10,United_States,0
50,Local_gov,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,50,United_States,0
24,Federal_gov,Bachelors,13,Never_married,Prof_specialty,Not_in_family,Other,Female,40,United_States,0
36,Private,Bachelors,13,Divorced,Tech_support,Not_in_family,White,Female,40,United_States,0
31,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Wife,White,Female,40,United_States,1
42,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40,El_Salvador,0
38,Private,7th_8th,4,Divorced,Sales,Unmarried,White,Female,40,United_States,0
52,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,0
46,Private,10th,6,Divorced,Craft_repair,Not_in_family,White,Male,40,United_States,0
23,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,60,United_States,0
54,Private,5th_6th,3,Married_civ_spouse,Sales,Husband,White,Male,51,United_States,0
27,Private,HS_grad,9,Never_married,Adm_clerical,Not_in_family,Black,Female,40,United_States,0
42,Private,Bachelors,13,Separated,Other_service,Not_in_family,White,Female,50,United_States,0
33,State_gov,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
19,Private,Assoc_acdm,12,Never_married,Exec_managerial,Not_in_family,White,Female,50,United_States,0
59,Private,11th,7,Married_civ_spouse,Other_service,Wife,White,Female,28,United_States,0
54,Private,HS_grad,9,Widowed,Other_service,Unmarried,White,Female,32,United_States,0
48,Private,7th_8th,4,Married_civ_spouse,Transport_moving,Husband,White,Male,55,United_States,0
45,Private,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Female,40,United_States,0
36,Private,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Male,70,United_States,0
35,Self_emp_not_inc,Assoc_acdm,12,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
47,Private,Some_college,10,Divorced,Adm_clerical,Not_in_family,White,Female,36,United_States,0
33,Private,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Male,40,United_States,0
48,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,United_States,0
42,Private,HS_grad,9,Separated,Craft_repair,Unmarried,Black,Female,40,United_States,0
19,Private,Some_college,10,Never_married,Other_service,Own_child,White,Male,24,United_States,0
64,Self_emp_inc,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,United_States,0
51,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Farming_fishing,Husband,White,Male,8,United_States,0
20,Federal_gov,HS_grad,9,Never_married,Adm_clerical,Other_relative,White,Male,20,United_States,0
28,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,40,Puerto_Rico,0
52,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,Greece,1
29,Self_emp_not_inc,Some_college,10,Never_married,Craft_repair,Not_in_family,White,Male,45,United_States,0
51,Private,Bachelors,13,Separated,Sales,Not_in_family,White,Male,40,United_States,0
36,Private,HS_grad,9,Married_civ_spouse,Prof_specialty,Husband,White,Male,60,United_States,0
43,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,45,United_States,1
52,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,0
50,Private,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Male,40,United_States,1
25,Private,Some_college,10,Divorced,Other_service,Not_in_family,White,Male,30,United_States,0
36,Private,Assoc_acdm,12,Never_married,Adm_clerical,Unmarried,Black,Female,40,Jamaica,0
44,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Wife,White,Female,60,United_States,0
47,Private,10th,6,Married_spouse_absent,Transport_moving,Not_in_family,Black,Male,45,United_States,0
32,Private,HS_grad,9,Divorced,Craft_repair,Own_child,White,Male,40,United_States,0
37,Private,Masters,14,Never_married,Prof_specialty,Unmarried,Asian_Pac_Islander,Male,40,South,0
40,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,0
34,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,60,United_States,0
35,Self_emp_inc,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,50,United_States,1
26,Private,Some_college,10,Never_married,Prof_specialty,Own_child,White,Male,3,El_Salvador,0
49,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Farming_fishing,Husband,White,Male,50,United_States,0
46,Self_emp_not_inc,Bachelors,13,Married_spouse_absent,Prof_specialty,Not_in_family,White,Male,25,United_States,0
31,Local_gov,Some_college,10,Never_married,Adm_clerical,Own_child,Black,Male,40,United_States,0
22,Private,Assoc_voc,11,Never_married,Craft_repair,Not_in_family,White,Male,30,United_States,0
20,Private,Some_college,10,Never_married,Other_service,Not_in_family,White,Female,12,United_States,0
52,Private,Doctorate,16,Never_married,Exec_managerial,Not_in_family,White,Male,40,United_States,1
26,Private,Some_college,10,Never_married,Adm_clerical,Not_in_family,Black,Female,40,United_States,0
34,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
31,Private,9th,5,Never_married,Machine_op_inspct,Not_in_family,White,Male,40,United_States,0
46,Private,HS_grad,9,Divorced,Sales,Unmarried,White,Female,30,United_States,0
22,Private,7th_8th,4,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,Mexico,0
38,Private,Assoc_voc,11,Never_married,Craft_repair,Own_child,White,Male,40,United_States,0
35,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,40,Ecuador,0
